CodMun,CodMeso,MesoRegiao,NomeMun,UF,PopEst,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen,Favela,Cortico,LoteIrr,Ocupacao,AtingidoPorSeca_4a,AtingPorAlagam_4a,AtingPorErosao_4a,AtingPorEnchen_4a,AtingPorEnxurr_4a,AtingPorDeslizam_4a,Rede,TxAprv_1-5 ,TxAprv_1,TxAprv_2,TxAprv_3,TxAprv_4,TxAprv_5,IndRend_P,Mat,Port,NtMedPadr_N,IDEB_NxP,FUNDEB,Total Matriculados,Custo Aluno
3102506,3112,Zona da Mata,Amparo do Serra,MG,4924,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,1666926.27,522.0,3193.35
3102506,3112,Zona da Mata,Amparo do Serra,MG,4924,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Municipal,91.0,100.0,100.0,84.9,82.6,90.2,0.91,246.98,236.89,6.98,6.4,1666926.27,522.0,3193.35
3102506,3112,Zona da Mata,Amparo do Serra,MG,4924,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Pública,91.0,100.0,100.0,84.9,82.6,90.2,0.91,246.98,236.89,6.98,6.4,1666926.27,522.0,3193.35
3102605,3110,Sul / Sudoeste de Minas,Andradas,MG,40706,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não sabe,Sim,Não sabe,Não,Sim,Sim,Estadual,99.7,100.0,100.0,98.4,100.0,100.0,1.00,243.78,225.85,6.72,6.7,9785024.18,3008.0,3253.0
3102605,3110,Sul / Sudoeste de Minas,Andradas,MG,40706,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não sabe,Sim,Não sabe,Não,Sim,Sim,Municipal,99.7,100.0,99.7,99.0,100.0,99.7,1.00,248.90,242.45,7.12,7.1,9785024.18,3008.0,3253.0
3102605,3110,Sul / Sudoeste de Minas,Andradas,MG,40706,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não sabe,Sim,Não sabe,Não,Sim,Sim,Pública,99.7,100.0,99.7,98.9,100.0,99.7,1.00,247.63,238.35,7.02,7.0,9785024.18,3008.0,3253.0
3102803,3110,Sul / Sudoeste de Minas,Andrelândia,MG,12507,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Não,Sim,Não sabe,Sim,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,241.66,241.99,6.98,7.0,4627836.1,1248.0,3708.2
3102803,3110,Sul / Sudoeste de Minas,Andrelândia,MG,12507,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Não,Sim,Não sabe,Sim,Não,Municipal,99.6,98.0,100.0,100.0,100.0,100.0,1.00,238.87,229.16,6.69,6.7,4627836.1,1248.0,3708.2
3102803,3110,Sul / Sudoeste de Minas,Andrelândia,MG,12507,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Não,Sim,Não sabe,Sim,Não,Pública,99.7,98.3,100.0,100.0,100.0,100.0,1.00,239.22,230.80,6.73,6.7,4627836.1,1248.0,3708.2
3102852,3103,Jequitinhonha,Angelândia,MG,8541,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,257.93,236.18,7.18,7.2,3107417.83,851.0,3651.49
3102852,3103,Jequitinhonha,Angelândia,MG,8541,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Pública,99.7,100.0,100.0,99.2,99.4,100.0,1.00,257.93,236.18,7.18,7.2,3107417.83,851.0,3651.49
3102902,3111,Campo das Vertentes,Antônio Carlos,MG,11608,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Estadual,99.5,100.0,100.0,100.0,100.0,98.2,1.00,232.03,234.14,6.65,6.6,2316156.15,729.0,3177.17
3102902,3111,Campo das Vertentes,Antônio Carlos,MG,11608,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Municipal,99.5,98.7,98.8,100.0,100.0,100.0,0.99,248.97,242.37,7.12,7.1,2316156.15,729.0,3177.17
3102902,3111,Campo das Vertentes,Antônio Carlos,MG,11608,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Pública,99.5,99.1,99.1,100.0,100.0,99.4,1.00,240.79,238.39,6.89,6.9,2316156.15,729.0,3177.17
3103009,3108,Vale do Rio Doce,Antônio Dias,MG,9637,Não,Não,Sim,Sim,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,98.6,98.3,100.0,97.6,100.0,96.8,0.99,241.28,233.07,6.81,6.7,1990170.47,636.0,3129.2
3103009,3108,Vale do Rio Doce,Antônio Dias,MG,9637,Não,Não,Sim,Sim,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Pública,98.5,99.1,100.0,98.1,99.3,96.2,0.99,241.28,233.07,6.81,6.7,1990170.47,636.0,3129.2
3103108,3112,Zona da Mata,Antônio Prado de Minas,MG,1664,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Sim,Sim,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,244.01,210.85,6.45,6.5,440139.15,143.0,3077.9
3103108,3112,Zona da Mata,Antônio Prado de Minas,MG,1664,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Sim,Sim,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,244.01,210.85,6.45,6.5,440139.15,143.0,3077.9
3103306,3112,Zona da Mata,Aracitaba,MG,2111,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,-,-,-,-,-,-,-,-,-,-,-,439597.15,136.0,3232.33
3103306,3112,Zona da Mata,Aracitaba,MG,2111,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,89.9,100.0,94.1,100.0,78.0,-,0.92,-,-,-,-,439597.15,136.0,3232.33
3103504,3105,Triângulo Mineiro / Alto Paranaíba,Araguari,MG,117445,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Estadual,100.0,100.0,100.0,99.8,100.0,100.0,1.00,233.29,228.42,6.57,6.6,22192963.21,6850.0,3239.85
3103504,3105,Triângulo Mineiro / Alto Paranaíba,Araguari,MG,117445,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Municipal,96.9,100.0,99.7,93.5,93.9,97.2,0.97,235.89,230.55,6.66,6.4,22192963.21,6850.0,3239.85
3103504,3105,Triângulo Mineiro / Alto Paranaíba,Araguari,MG,117445,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Pública,98.3,100.0,99.8,96.4,97.0,98.7,0.98,234.44,229.36,6.61,6.5,22192963.21,6850.0,3239.85
3103603,3110,Sul / Sudoeste de Minas,Arantina,MG,2873,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Municipal,91.8,100.0,100.0,79.2,100.0,85.7,0.92,208.32,206.64,5.70,5.2,1636495.57,510.0,3208.81
3103603,3110,Sul / Sudoeste de Minas,Arantina,MG,2873,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Pública,91.8,100.0,100.0,79.2,100.0,85.7,0.92,208.32,206.64,5.70,5.2,1636495.57,510.0,3208.81
3103702,3112,Zona da Mata,Araponga,MG,8544,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Estadual,99.6,100.0,100.0,100.0,98.5,100.0,1.00,247.05,232.00,6.90,6.9,1457302.55,438.0,3327.17
3103702,3112,Zona da Mata,Araponga,MG,8544,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Pública,96.0,100.0,98.9,98.1,89.9,97.1,0.97,247.05,232.00,6.90,6.7,1457302.55,438.0,3327.17
3103751,3105,Triângulo Mineiro / Alto Paranaíba,Araporã,MG,6774,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não sabe,Não sabe,Não,Não sabe,Não,Municipal,93.3,90.4,96.6,95.0,94.0,89.9,0.93,228.85,225.11,6.42,6.0,4516800.6,1436.0,3145.4
3103751,3105,Triângulo Mineiro / Alto Paranaíba,Araporã,MG,6774,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não sabe,Não sabe,Não,Não sabe,Não,Pública,93.3,90.4,96.6,95.0,94.0,89.9,0.93,228.85,225.11,6.42,6.0,4516800.6,1436.0,3145.4
3103801,3105,Triângulo Mineiro / Alto Paranaíba,Arapuá,MG,2883,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não sabe,Não,Sim,Não,Sim,Sim,Municipal,97.4,97.4,100.0,95.1,95.9,100.0,0.98,268.40,266.12,7.92,7.7,812987.06,245.0,3318.31
3103801,3105,Triângulo Mineiro / Alto Paranaíba,Arapuá,MG,2883,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não sabe,Não,Sim,Não,Sim,Sim,Pública,97.4,97.4,100.0,95.1,95.9,100.0,0.98,268.40,266.12,7.92,7.7,812987.06,245.0,3318.31
3104007,3105,Triângulo Mineiro / Alto Paranaíba,Araxá,MG,104283,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Estadual,99.8,99.7,100.0,99.6,100.0,99.8,1.00,257.72,249.40,7.42,7.4,30113879.73,8876.0,3392.73
3104007,3105,Triângulo Mineiro / Alto Paranaíba,Araxá,MG,104283,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Municipal,96.6,99.0,97.5,93.6,99.0,93.6,0.96,234.60,230.91,6.64,6.4,30113879.73,8876.0,3392.73
3104007,3105,Triângulo Mineiro / Alto Paranaíba,Araxá,MG,104283,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Pública,97.9,99.3,98.5,96.1,99.4,96.2,0.98,244.90,239.14,6.99,6.8,30113879.73,8876.0,3392.73
3103207,3107,Metropolitana de Belo Horizonte,Araçaí,MG,2368,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,1281613.15,401.0,3196.04
3103207,3107,Metropolitana de Belo Horizonte,Araçaí,MG,2368,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,214.75,219.73,6.06,6.1,1281613.15,401.0,3196.04
3103207,3107,Metropolitana de Belo Horizonte,Araçaí,MG,2368,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,214.75,219.73,6.06,6.1,1281613.15,401.0,3196.04
3103405,3103,Jequitinhonha,Araçuaí,MG,37361,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Estadual,99.7,99.6,100.0,99.7,100.0,99.0,1.00,222.02,217.36,6.15,6.1,6702417.7,2073.0,3233.2
3103405,3103,Jequitinhonha,Araçuaí,MG,37361,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Municipal,99.9,99.4,100.0,100.0,100.0,100.0,1.00,211.35,202.76,5.68,5.7,6702417.7,2073.0,3233.2
3103405,3103,Jequitinhonha,Araçuaí,MG,37361,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Pública,99.7,99.5,100.0,99.8,100.0,99.4,1.00,219.35,213.70,6.04,6.0,6702417.7,2073.0,3233.2
3103900,3106,Central Mineira,Araújos,MG,8996,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,3193255.11,1037.0,3079.32
3103900,3106,Central Mineira,Araújos,MG,8996,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,263.14,244.22,7.43,7.4,3193255.11,1037.0,3079.32
3103900,3106,Central Mineira,Araújos,MG,8996,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,263.14,244.22,7.43,7.4,3193255.11,1037.0,3079.32
3104106,3110,Sul / Sudoeste de Minas,Arceburgo,MG,10578,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,98.6,100.0,99.2,100.0,96.9,96.9,0.99,238.93,231.89,6.74,6.6,3954873.33,1231.0,3212.73
3104106,3110,Sul / Sudoeste de Minas,Arceburgo,MG,10578,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,98.6,100.0,99.2,100.0,96.9,96.9,0.99,238.93,231.89,6.74,6.6,3954873.33,1231.0,3212.73
3104205,3109,Oeste de Minas,Arcos,MG,39811,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Estadual,100.0,100.0,-,-,-,100.0,1.00,249.28,241.08,7.10,7.1,10451589.35,3206.0,3260.01
3104205,3109,Oeste de Minas,Arcos,MG,39811,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Municipal,99.7,100.0,100.0,99.5,99.8,99.1,1.00,244.68,236.61,6.94,6.9,10451589.35,3206.0,3260.01
3104205,3109,Oeste de Minas,Arcos,MG,39811,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Pública,99.7,100.0,100.0,99.5,99.8,99.2,1.00,245.67,237.57,6.97,7.0,10451589.35,3206.0,3260.01
3104304,3110,Sul / Sudoeste de Minas,Areado,MG,14956,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,99.2,100.0,100.0,95.8,100.0,99.5,0.99,237.30,231.09,6.69,6.6,4605735.78,1497.0,3076.64
3104304,3110,Sul / Sudoeste de Minas,Areado,MG,14956,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,99.2,100.0,100.0,95.8,100.0,99.5,0.99,237.30,231.09,6.69,6.6,4605735.78,1497.0,3076.64
3104403,3112,Zona da Mata,Argirita,MG,2859,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não sabe,Municipal,89.3,96.0,100.0,94.1,100.0,74.5,0.92,229.83,214.51,6.25,5.7,1389504.4,443.0,3136.58
3104403,3112,Zona da Mata,Argirita,MG,2859,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não sabe,Pública,89.3,96.0,100.0,94.1,100.0,74.5,0.92,229.83,214.51,6.25,5.7,1389504.4,443.0,3136.58
3104452,3103,Jequitinhonha,Aricanduva,MG,5192,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,280.53,259.39,8.03,8.0,1373433.21,437.0,3142.87
3104452,3103,Jequitinhonha,Aricanduva,MG,5192,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,238.95,222.21,6.56,6.6,1373433.21,437.0,3142.87
3104452,3103,Jequitinhonha,Aricanduva,MG,5192,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,251.42,233.36,7.01,7.0,1373433.21,437.0,3142.87
3104502,3101,Noroeste de Minas,Arinos,MG,18243,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,99.8,100.0,100.0,100.0,99.2,100.0,1.00,205.94,192.82,5.40,5.4,6216077.75,1908.0,3257.9
3104502,3101,Noroeste de Minas,Arinos,MG,18243,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,99.7,100.0,100.0,100.0,100.0,98.9,1.00,208.76,208.44,5.74,5.7,6216077.75,1908.0,3257.9
3104502,3101,Noroeste de Minas,Arinos,MG,18243,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Pública,99.8,100.0,100.0,100.0,99.7,99.3,1.00,207.09,199.21,5.54,5.5,6216077.75,1908.0,3257.9
3104601,3112,Zona da Mata,Astolfo Dutra,MG,14118,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,246.49,231.77,6.88,6.9,3168581.38,1033.0,3067.36
3104601,3112,Zona da Mata,Astolfo Dutra,MG,14118,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não,Municipal,91.7,100.0,100.0,84.1,87.1,87.1,0.91,233.97,221.27,6.45,5.9,3168581.38,1033.0,3067.36
3104601,3112,Zona da Mata,Astolfo Dutra,MG,14118,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não,Pública,93.0,100.0,100.0,87.5,88.7,89.2,0.93,235.58,222.62,6.51,6.0,3168581.38,1033.0,3067.36
3104700,3104,Vale do Mucuri,Ataléia,MG,13762,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Estadual,99.5,100.0,100.0,100.0,98.2,100.0,1.00,223.60,212.74,6.10,6.1,2750682.61,871.0,3158.07
3104700,3104,Vale do Mucuri,Ataléia,MG,13762,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Municipal,98.1,97.5,98.7,100.0,100.0,94.4,0.98,210.48,209.45,5.79,5.7,2750682.61,871.0,3158.07
3104700,3104,Vale do Mucuri,Ataléia,MG,13762,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Pública,98.8,98.3,99.4,100.0,99.0,97.8,0.99,218.92,211.56,5.99,5.9,2750682.61,871.0,3158.07
3104809,3106,Central Mineira,Augusto de Lima,MG,5023,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,2262691.18,712.0,3177.94
3104809,3106,Central Mineira,Augusto de Lima,MG,5023,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,97.6,100.0,100.0,92.9,100.0,96.4,0.98,198.83,191.25,5.24,5.1,2262691.18,712.0,3177.94
3104809,3106,Central Mineira,Augusto de Lima,MG,5023,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Pública,97.6,100.0,100.0,92.9,100.0,96.4,0.98,198.83,191.25,5.24,5.1,2262691.18,712.0,3177.94
3100500,3108,Vale do Rio Doce,Açucena,MG,9997,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Estadual,98.6,98.4,100.0,98.6,100.0,96.4,0.99,219.77,205.49,5.89,5.8,2037360.02,595.0,3424.13
3100500,3108,Vale do Rio Doce,Açucena,MG,9997,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Pública,99.0,99.1,99.1,99.1,100.0,97.9,0.99,219.77,205.49,5.89,5.8,2037360.02,595.0,3424.13
3104908,3110,Sul / Sudoeste de Minas,Baependi,MG,19315,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Estadual,98.3,96.3,100.0,100.0,95.7,100.0,0.98,-,-,-,-,5261296.66,1641.0,3206.15
3104908,3110,Sul / Sudoeste de Minas,Baependi,MG,19315,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Municipal,95.8,98.6,98.5,95.9,97.0,89.9,0.96,239.15,224.39,6.61,6.3,5261296.66,1641.0,3206.15
3104908,3110,Sul / Sudoeste de Minas,Baependi,MG,19315,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Pública,96.1,98.3,98.6,96.6,96.8,91.0,0.96,239.15,224.39,6.61,6.4,5261296.66,1641.0,3206.15
3105004,3107,Metropolitana de Belo Horizonte,Baldim,MG,8051,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,2528384.85,823.0,3072.16
3105004,3107,Metropolitana de Belo Horizonte,Baldim,MG,8051,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,237.82,218.04,6.47,6.5,2528384.85,823.0,3072.16
