CodMun,CodMeso,MesoRegiao,NomeMun,UF,PopEst,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen,Favela,Cortico,LoteIrr,Ocupacao,AtingidoPorSeca_4a,AtingPorAlagam_4a,AtingPorErosao_4a,AtingPorEnchen_4a,AtingPorEnxurr_4a,AtingPorDeslizam_4a,Rede,TxAprv_1-5 ,TxAprv_1,TxAprv_2,TxAprv_3,TxAprv_4,TxAprv_5,IndRend_P,Mat,Port,NtMedPadr_N,IDEB_NxP,FUNDEB,Total Matriculados,Custo Aluno
3140605,3108,Vale do Rio Doce,Materlândia,MG,4619,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Sim,Sim,Municipal,94.7,100.0,100.0,85.7,98.8,89.2,0.94,220.39,209.58,5.98,5.6,1916478.34,594.0,3226.39
3140605,3108,Vale do Rio Doce,Materlândia,MG,4619,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Sim,Sim,Pública,94.7,100.0,100.0,85.7,98.8,89.2,0.94,220.39,209.58,5.98,5.6,1916478.34,594.0,3226.39
3140704,3107,Metropolitana de Belo Horizonte,Mateus Leme,MG,30678,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Municipal,93.2,99.8,99.8,85.2,92.1,91.4,0.93,236.24,227.35,6.61,6.2,11496074.4,3834.0,2998.45
3140704,3107,Metropolitana de Belo Horizonte,Mateus Leme,MG,30678,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Pública,93.2,99.8,99.8,85.2,92.1,91.4,0.93,236.24,227.35,6.61,6.2,11496074.4,3834.0,2998.45
3171501,3108,Vale do Rio Doce,Mathias Lobato,MG,3342,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Municipal,91.3,93.9,98.3,77.0,97.3,89.7,0.91,209.24,193.11,5.47,4.9,1885222.56,630.0,2992.42
3171501,3108,Vale do Rio Doce,Mathias Lobato,MG,3342,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Pública,91.3,93.9,98.3,77.0,97.3,89.7,0.91,209.24,193.11,5.47,4.9,1885222.56,630.0,2992.42
3140803,3112,Zona da Mata,Matias Barbosa,MG,14449,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Não,Sim,Não sabe,Não,Sim,Não,Municipal,92.4,100.0,100.0,84.0,96.3,84.5,0.92,211.99,207.76,5.79,5.3,3765358.53,1210.0,3111.87
3140803,3112,Zona da Mata,Matias Barbosa,MG,14449,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Não,Sim,Não sabe,Não,Sim,Não,Pública,92.4,100.0,100.0,84.0,96.3,84.5,0.92,211.99,207.76,5.79,5.3,3765358.53,1210.0,3111.87
3140852,3102,Norte de Minas,Matias Cardoso,MG,10999,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Estadual,98.6,98.2,98.3,100.0,96.6,100.0,0.99,206.94,201.77,5.58,5.5,4244232.9,1371.0,3095.72
3140852,3102,Norte de Minas,Matias Cardoso,MG,10999,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Municipal,99.0,98.9,99.0,99.0,97.6,100.0,0.99,193.33,191.51,5.14,5.1,4244232.9,1371.0,3095.72
3140852,3102,Norte de Minas,Matias Cardoso,MG,10999,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Pública,98.9,98.6,98.7,99.4,97.2,100.0,0.99,196.46,193.87,5.24,5.2,4244232.9,1371.0,3095.72
3140902,3112,Zona da Mata,Matipó,MG,18914,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Estadual,99.0,100.0,98.7,98.6,99.0,98.9,0.99,212.35,205.68,5.76,5.7,3709382.86,1199.0,3093.73
3140902,3112,Zona da Mata,Matipó,MG,18914,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Municipal,92.6,93.1,86.7,96.5,90.9,95.2,0.92,190.39,179.94,4.87,4.5,3709382.86,1199.0,3093.73
3140902,3112,Zona da Mata,Matipó,MG,18914,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Pública,96.2,96.7,93.7,97.6,95.6,97.4,0.96,205.80,198.00,5.49,5.3,3709382.86,1199.0,3093.73
3141009,3102,Norte de Minas,Mato Verde,MG,12849,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Estadual,98.6,96.1,100.0,98.4,100.0,97.1,0.98,235.52,222.07,6.50,6.4,2641119.97,828.0,3189.76
3141009,3102,Norte de Minas,Mato Verde,MG,12849,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Municipal,-,-,-,-,-,-,-,-,-,-,-,2641119.97,828.0,3189.76
3141009,3102,Norte de Minas,Mato Verde,MG,12849,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Pública,99.4,98.4,100.0,99.3,100.0,98.8,0.99,235.52,222.07,6.50,6.5,2641119.97,828.0,3189.76
3141108,3107,Metropolitana de Belo Horizonte,Matozinhos,MG,37344,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Estadual,99.9,100.0,99.4,100.0,100.0,100.0,1.00,245.90,237.12,6.97,7.0,10296022.48,3300.0,3120.01
3141108,3107,Metropolitana de Belo Horizonte,Matozinhos,MG,37344,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Municipal,99.3,100.0,99.2,99.0,99.7,98.3,0.99,230.83,222.63,6.42,6.4,10296022.48,3300.0,3120.01
3141108,3107,Metropolitana de Belo Horizonte,Matozinhos,MG,37344,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Pública,99.5,100.0,99.3,99.3,99.8,99.1,0.99,238.13,229.65,6.68,6.7,10296022.48,3300.0,3120.01
3141207,3105,Triângulo Mineiro / Alto Paranaíba,Matutina,MG,3846,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,99.1,100.0,100.0,100.0,97.9,97.5,0.99,223.85,223.40,6.30,6.2,1233063.92,389.0,3169.83
3141207,3105,Triângulo Mineiro / Alto Paranaíba,Matutina,MG,3846,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,99.1,100.0,100.0,100.0,97.9,97.5,0.99,223.85,223.40,6.30,6.2,1233063.92,389.0,3169.83
3141306,3109,Oeste de Minas,Medeiros,MG,3765,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Municipal,98.4,100.0,100.0,98.1,98.1,95.3,0.98,242.05,233.96,6.84,6.7,2032715.38,633.0,3211.24
3141306,3109,Oeste de Minas,Medeiros,MG,3765,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Pública,98.4,100.0,100.0,98.1,98.1,95.3,0.98,242.05,233.96,6.84,6.7,2032715.38,633.0,3211.24
3141405,3103,Jequitinhonha,Medina,MG,21409,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Estadual,97.0,99.1,95.6,100.0,95.4,95.5,0.97,208.78,196.85,5.53,5.4,4746228.96,1506.0,3151.55
3141405,3103,Jequitinhonha,Medina,MG,21409,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Municipal,99.6,98.9,100.0,100.0,99.4,100.0,1.00,213.73,207.75,5.82,5.8,4746228.96,1506.0,3151.55
3141405,3103,Jequitinhonha,Medina,MG,21409,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Pública,98.5,99.0,98.1,100.0,97.8,97.6,0.98,210.59,200.85,5.63,5.5,4746228.96,1506.0,3151.55
3141504,3108,Vale do Rio Doce,Mendes Pimentel,MG,6564,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,210.61,201.72,5.65,5.7,1651640.76,527.0,3134.04
3141504,3108,Vale do Rio Doce,Mendes Pimentel,MG,6564,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,210.61,201.72,5.65,5.7,1651640.76,527.0,3134.04
3141603,3112,Zona da Mata,Mercês,MG,10868,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Estadual,-,-,-,-,-,-,-,-,-,-,-,3693179.09,1007.0,3667.51
3141603,3112,Zona da Mata,Mercês,MG,10868,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Municipal,99.8,100.0,100.0,99.0,100.0,100.0,1.00,236.51,212.94,6.35,6.3,3693179.09,1007.0,3667.51
3141603,3112,Zona da Mata,Mercês,MG,10868,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Pública,99.8,100.0,100.0,99.0,100.0,100.0,1.00,236.51,212.94,6.35,6.3,3693179.09,1007.0,3667.51
3141702,3108,Vale do Rio Doce,Mesquita,MG,5911,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Sim,Não,Municipal,96.7,100.0,100.0,93.1,94.4,97.0,0.97,226.75,207.51,6.06,5.9,1898251.97,612.0,3101.72
3141702,3108,Vale do Rio Doce,Mesquita,MG,5911,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Sim,Não,Pública,96.7,100.0,100.0,93.1,94.4,97.0,0.97,226.75,207.51,6.06,5.9,1898251.97,612.0,3101.72
3141801,3103,Jequitinhonha,Minas Novas,MG,32009,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Estadual,99.8,99.6,99.6,100.0,100.0,100.0,1.00,238.34,224.04,6.59,6.6,7583437.49,2336.0,3246.33
3141801,3103,Jequitinhonha,Minas Novas,MG,32009,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Municipal,99.5,100.0,100.0,98.0,100.0,99.5,0.99,227.70,218.85,6.29,6.3,7583437.49,2336.0,3246.33
3141801,3103,Jequitinhonha,Minas Novas,MG,32009,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Pública,99.7,99.7,99.7,99.2,100.0,99.8,1.00,235.53,222.67,6.51,6.5,7583437.49,2336.0,3246.33
3141900,3110,Sul / Sudoeste de Minas,Minduri,MG,3970,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,-,-,-,-,Não sabe,Não,Não,Sim,Não,Sim,Municipal,85.0,92.0,73.7,75.5,92.5,94.7,0.85,231.75,227.52,6.52,5.5,1264185.74,414.0,3053.59
3141900,3110,Sul / Sudoeste de Minas,Minduri,MG,3970,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,-,-,-,-,Não sabe,Não,Não,Sim,Não,Sim,Pública,85.0,92.0,73.7,75.5,92.5,94.7,0.85,231.75,227.52,6.52,5.5,1264185.74,414.0,3053.59
3142007,3102,Norte de Minas,Mirabela,MG,13726,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,218.93,221.64,6.17,6.2,3817424.57,1158.0,3296.57
3142007,3102,Norte de Minas,Mirabela,MG,13726,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Municipal,91.4,100.0,100.0,99.2,99.3,50.0,0.83,204.58,205.83,5.61,4.7,3817424.57,1158.0,3296.57
3142007,3102,Norte de Minas,Mirabela,MG,13726,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Pública,94.2,100.0,100.0,99.4,99.5,69.4,0.92,210.74,212.62,5.85,5.4,3817424.57,1158.0,3296.57
3142106,3112,Zona da Mata,Miradouro,MG,10837,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Municipal,97.5,99.1,98.0,91.7,100.0,98.3,0.97,247.20,232.68,6.91,6.7,3521390.37,1076.0,3272.67
3142106,3112,Zona da Mata,Miradouro,MG,10837,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Pública,97.5,99.1,98.0,91.7,100.0,98.3,0.97,247.20,232.68,6.91,6.7,3521390.37,1076.0,3272.67
3142254,3102,Norte de Minas,Miravânia,MG,4885,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,196.30,187.57,5.12,5.1,2426216.15,660.0,3676.09
3142254,3102,Norte de Minas,Miravânia,MG,4885,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Pública,99.4,100.0,98.2,98.6,100.0,100.0,0.99,196.30,187.57,5.12,5.1,2426216.15,660.0,3676.09
3142205,3112,Zona da Mata,Miraí,MG,14946,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não sabe,Estadual,97.9,100.0,100.0,100.0,96.6,93.9,0.98,222.30,225.79,6.31,6.2,3389966.89,1078.0,3144.68
3142205,3112,Zona da Mata,Miraí,MG,14946,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não sabe,Municipal,99.8,100.0,100.0,99.2,100.0,100.0,1.00,243.78,224.81,6.70,6.7,3389966.89,1078.0,3144.68
3142205,3112,Zona da Mata,Miraí,MG,14946,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não sabe,Pública,99.5,100.0,100.0,99.4,99.4,98.6,0.99,237.79,225.08,6.59,6.6,3389966.89,1078.0,3144.68
3142304,3107,Metropolitana de Belo Horizonte,Moeda,MG,4957,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,89.6,81.3,89.7,89.1,89.4,100.0,0.90,259.79,250.40,7.47,6.7,1687642.01,545.0,3096.59
3142304,3107,Metropolitana de Belo Horizonte,Moeda,MG,4957,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,89.6,81.3,89.7,89.1,89.4,100.0,0.90,259.79,250.40,7.47,6.7,1687642.01,545.0,3096.59
3142403,3106,Central Mineira,Moema,MG,7525,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não sabe,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,240.16,225.85,6.65,6.7,1869419.11,601.0,3110.51
3142403,3106,Central Mineira,Moema,MG,7525,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não sabe,Não,Não,Não,Municipal,99.4,100.0,98.7,100.0,100.0,98.4,0.99,248.68,234.61,6.98,6.9,1869419.11,601.0,3110.51
3142403,3106,Central Mineira,Moema,MG,7525,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não sabe,Não,Não,Não,Pública,99.6,100.0,99.1,100.0,100.0,99.0,1.00,245.25,231.09,6.85,6.8,1869419.11,601.0,3110.51
3142502,3106,Central Mineira,Monjolos,MG,2327,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Sim,Sim,Sim,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,-,-,-,-,632941.64,190.0,3331.27
3142502,3106,Central Mineira,Monjolos,MG,2327,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Sim,Sim,Sim,Não,Municipal,99.1,100.0,100.0,100.0,96.0,100.0,0.99,232.69,215.20,6.32,6.3,632941.64,190.0,3331.27
3142502,3106,Central Mineira,Monjolos,MG,2327,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Sim,Sim,Sim,Não,Pública,99.4,100.0,100.0,100.0,97.1,100.0,0.99,232.69,215.20,6.32,6.3,632941.64,190.0,3331.27
3142601,3110,Sul / Sudoeste de Minas,Monsenhor Paulo,MG,8711,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Sim,Estadual,99.7,98.5,100.0,100.0,100.0,100.0,1.00,253.79,247.47,7.31,7.3,2514976.24,790.0,3183.51
3142601,3110,Sul / Sudoeste de Minas,Monsenhor Paulo,MG,8711,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Sim,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,243.28,237.73,6.93,6.9,2514976.24,790.0,3183.51
3142601,3110,Sul / Sudoeste de Minas,Monsenhor Paulo,MG,8711,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Sim,Pública,99.8,99.0,100.0,100.0,100.0,100.0,1.00,250.26,244.19,7.18,7.2,2514976.24,790.0,3183.51
3142700,3102,Norte de Minas,Montalvânia,MG,15603,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Sim,Não sabe,Estadual,99.3,100.0,100.0,98.7,99.4,98.8,0.99,230.54,220.11,6.37,6.3,3241738.53,950.0,3412.36
3142700,3102,Norte de Minas,Montalvânia,MG,15603,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Sim,Não sabe,Municipal,98.5,97.5,98.7,98.7,100.0,97.6,0.98,211.64,199.58,5.63,5.5,3241738.53,950.0,3412.36
3142700,3102,Norte de Minas,Montalvânia,MG,15603,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Sim,Não sabe,Pública,99.0,99.1,99.5,98.7,99.6,98.4,0.99,226.50,215.73,6.21,6.2,3241738.53,950.0,3412.36
3142809,3105,Triângulo Mineiro / Alto Paranaíba,Monte Alegre de Minas,MG,21095,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,95.0,100.0,97.7,87.9,93.9,98.6,0.95,200.89,199.73,5.43,5.2,7113785.02,2144.0,3318.0
3142809,3105,Triângulo Mineiro / Alto Paranaíba,Monte Alegre de Minas,MG,21095,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,92.6,99.5,98.7,79.2,91.8,93.9,0.92,231.14,234.45,6.64,6.1,7113785.02,2144.0,3318.0
3142809,3105,Triângulo Mineiro / Alto Paranaíba,Monte Alegre de Minas,MG,21095,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Pública,93.1,99.5,98.5,81.4,92.2,95.2,0.93,220.53,222.28,6.21,5.8,7113785.02,2144.0,3318.0
3142908,3102,Norte de Minas,Monte Azul,MG,21783,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Estadual,99.8,100.0,100.0,100.0,99.5,99.4,1.00,222.28,213.34,6.08,6.1,3522232.6,1047.0,3364.12
3142908,3102,Norte de Minas,Monte Azul,MG,21783,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Municipal,-,-,-,-,-,-,-,-,-,-,-,3522232.6,1047.0,3364.12
3142908,3102,Norte de Minas,Monte Azul,MG,21783,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Pública,99.8,100.0,100.0,100.0,99.6,99.6,1.00,222.28,213.34,6.08,6.1,3522232.6,1047.0,3364.12
3143005,3110,Sul / Sudoeste de Minas,Monte Belo,MG,13453,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Estadual,98.8,-,-,100.0,97.5,100.0,0.99,211.39,203.87,5.70,5.7,3742879.88,1158.0,3232.19
3143005,3110,Sul / Sudoeste de Minas,Monte Belo,MG,13453,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,98.9,99.2,100.0,95.5,100.0,100.0,0.99,236.32,224.76,6.56,6.5,3742879.88,1158.0,3232.19
3143005,3110,Sul / Sudoeste de Minas,Monte Belo,MG,13453,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,98.9,99.2,100.0,96.1,99.4,100.0,0.99,232.10,221.23,6.42,6.3,3742879.88,1158.0,3232.19
3143104,3105,Triângulo Mineiro / Alto Paranaíba,Monte Carmelo,MG,48248,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,99.8,100.0,100.0,100.0,99.8,99.4,1.00,249.26,241.80,7.12,7.1,9894004.31,3042.0,3252.47
3143104,3105,Triângulo Mineiro / Alto Paranaíba,Monte Carmelo,MG,48248,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,99.7,100.0,99.4,99.4,100.0,99.4,1.00,233.38,222.54,6.46,6.4,9894004.31,3042.0,3252.47
