CodMun,REGIAO,COD_UF,UF,NOME_MUNIC,POP_EST,CLASSE_POP,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen,Favela,Cortico,Lote_Irr,Ocupacao,AtingidoPorSeca_4a,AtingidoPorAlagam_4a,AtingidoPorErosao_4a,AtingidoPorEnchente_4a,AtingidoPorEnxurrada_4a,AtingidoPorDeslizam_4a
3127404,3 - Sudeste,31,MG,Gonçalves,4410,1 - Até 5000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Não
3127503,3 - Sudeste,31,MG,Gonzaga,6223,2 - 5001 até 10000,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3127602,3 - Sudeste,31,MG,Gouveia,12064,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3127701,3 - Sudeste,31,MG,Governador Valadares,280901,6 - 100001 até 500000,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim
3127800,3 - Sudeste,31,MG,Grão Mogol,15931,3 - 10001 até 20000,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não
3127909,3 - Sudeste,31,MG,Grupiara,1418,1 - Até 5000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3128006,3 - Sudeste,31,MG,Guanhães,34054,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3128105,3 - Sudeste,31,MG,Guapé,14460,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,Não,Não,Não,Não,Não,Não
3128204,3 - Sudeste,31,MG,Guaraciaba,10542,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não
3128253,3 - Sudeste,31,MG,Guaraciama,5001,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3128303,3 - Sudeste,31,MG,Guaranésia,19378,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,Não,Não,Não,Não,Não,Não
3128402,3 - Sudeste,31,MG,Guarani,9047,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Não,Sim,Não sabe,Sim
3128501,3 - Sudeste,31,MG,Guarará,3938,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3128600,3 - Sudeste,31,MG,Guarda-Mor,6736,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Sim,Não
3128709,3 - Sudeste,31,MG,Guaxupé,52294,5 - 50001 até 100000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não sabe,Sim,Sim,Não sabe
3128808,3 - Sudeste,31,MG,Guidoval,7300,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3128907,3 - Sudeste,31,MG,Guimarânia,7956,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não sabe
3129004,3 - Sudeste,31,MG,Guiricema,8714,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Não,Não,Não,Não
3129103,3 - Sudeste,31,MG,Gurinhatã,5959,2 - 5001 até 10000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3129202,3 - Sudeste,31,MG,Heliodora,6561,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,-,-,-,-,Não,Não,Não,Não,Não,Não
3129301,3 - Sudeste,31,MG,Iapu,10962,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Sim,Não,Sim,Não sabe
3129400,3 - Sudeste,31,MG,Ibertioga,5150,2 - 5001 até 10000,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3129509,3 - Sudeste,31,MG,Ibiá,25100,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3129608,3 - Sudeste,31,MG,Ibiaí,8400,2 - 5001 até 10000,Sim,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3129657,3 - Sudeste,31,MG,Ibiracatu,6165,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3129707,3 - Sudeste,31,MG,Ibiraci,13575,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3129806,3 - Sudeste,31,MG,Ibirité,177475,6 - 100001 até 500000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não
3129905,3 - Sudeste,31,MG,Ibitiúra de Minas,3536,1 - Até 5000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3130002,3 - Sudeste,31,MG,Ibituruna,3018,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3130051,3 - Sudeste,31,MG,Icaraí de Minas,11835,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Sim,Não
3130101,3 - Sudeste,31,MG,Igarapé,41127,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3130200,3 - Sudeste,31,MG,Igaratinga,10547,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3130309,3 - Sudeste,31,MG,Iguatama,8172,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Sim,Não,Não sabe,Não sabe,Não,Não
3130408,3 - Sudeste,31,MG,Ijaci,6460,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
3130507,3 - Sudeste,31,MG,Ilicínea,12358,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,-,-,-,-,Não,Não,Não,Não,Não,Não
3130556,3 - Sudeste,31,MG,Imbé de Minas,6899,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Não,Sim,Não,Não,Não sabe
3130606,3 - Sudeste,31,MG,Inconfidentes,7356,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não sabe,Não
3130655,3 - Sudeste,31,MG,Indaiabira,7524,2 - 5001 até 10000,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Sim,Não
3130705,3 - Sudeste,31,MG,Indianópolis,6806,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3130804,3 - Sudeste,31,MG,Ingaí,2785,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3130903,3 - Sudeste,31,MG,Inhapim,24792,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3131000,3 - Sudeste,31,MG,Inhaúma,6240,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3131109,3 - Sudeste,31,MG,Inimutaba,7489,2 - 5001 até 10000,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Sim
3131158,3 - Sudeste,31,MG,Ipaba,18375,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
3131208,3 - Sudeste,31,MG,Ipanema,19736,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não
3131307,3 - Sudeste,31,MG,Ipatinga,261203,6 - 100001 até 500000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
3131406,3 - Sudeste,31,MG,Ipiaçu,4285,1 - Até 5000,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3131505,3 - Sudeste,31,MG,Ipuiúna,10125,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Não,Não sabe
3131604,3 - Sudeste,31,MG,Iraí de Minas,6969,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,-,-,-,-,Não sabe,Não,Não,Não,Não sabe,Não
3131703,3 - Sudeste,31,MG,Itabira,119285,6 - 100001 até 500000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
3131802,3 - Sudeste,31,MG,Itabirinha,11498,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3131901,3 - Sudeste,31,MG,Itabirito,50816,5 - 50001 até 100000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não
3132008,3 - Sudeste,31,MG,Itacambira,5374,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3132107,3 - Sudeste,31,MG,Itacarambi,18443,3 - 10001 até 20000,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3132206,3 - Sudeste,31,MG,Itaguara,13329,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3132305,3 - Sudeste,31,MG,Itaipé,12725,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3132404,3 - Sudeste,31,MG,Itajubá,97000,5 - 50001 até 100000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,-,-,-,Não,Sim,Sim,Sim,Não,Sim
3132503,3 - Sudeste,31,MG,Itamarandiba,34661,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Sim,Sim
3132602,3 - Sudeste,31,MG,Itamarati de Minas,4362,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3132701,3 - Sudeste,31,MG,Itambacuri,23637,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Sim,Não
3132800,3 - Sudeste,31,MG,Itambé do Mato Dentro,2207,1 - Até 5000,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3132909,3 - Sudeste,31,MG,Itamogi,10501,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3133006,3 - Sudeste,31,MG,Itamonte,15391,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
3133105,3 - Sudeste,31,MG,Itanhandu,15290,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não
3133204,3 - Sudeste,31,MG,Itanhomi,12394,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim
3133303,3 - Sudeste,31,MG,Itaobim,21559,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3133402,3 - Sudeste,31,MG,Itapagipe,15041,3 - 10001 até 20000,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,Não,Não,Não,Não,Não,Não
3133501,3 - Sudeste,31,MG,Itapecerica,22158,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3133600,3 - Sudeste,31,MG,Itapeva,9618,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não
3133709,3 - Sudeste,31,MG,Itatiaiuçu,10979,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3133758,3 - Sudeste,31,MG,Itaú de Minas,16082,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3133808,3 - Sudeste,31,MG,Itaúna,92696,5 - 50001 até 100000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
3133907,3 - Sudeste,31,MG,Itaverava,5690,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,Não,Não sabe,Não sabe,Sim,Sim,Não sabe
3134004,3 - Sudeste,31,MG,Itinga,15147,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não sabe,Não sabe,Não
3134103,3 - Sudeste,31,MG,Itueta,6120,2 - 5001 até 10000,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3134202,3 - Sudeste,31,MG,Ituiutaba,104526,6 - 100001 até 500000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
3134301,3 - Sudeste,31,MG,Itumirim,6213,2 - 5001 até 10000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Sim,Não,Não sabe,Sim,Não,Sim,Não,Não
3134400,3 - Sudeste,31,MG,Iturama,38484,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3134509,3 - Sudeste,31,MG,Itutinga,3926,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3134608,3 - Sudeste,31,MG,Jaboticatubas,19545,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3134707,3 - Sudeste,31,MG,Jacinto,12561,3 - 10001 até 20000,Sim,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
3134806,3 - Sudeste,31,MG,Jacuí,7809,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3134905,3 - Sudeste,31,MG,Jacutinga,25453,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não
3135001,3 - Sudeste,31,MG,Jaguaraçu,3158,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
3135050,3 - Sudeste,31,MG,Jaíba,37939,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não
3135076,3 - Sudeste,31,MG,Jampruca,5414,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim
3135100,3 - Sudeste,31,MG,Janaúba,71653,5 - 50001 até 100000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não
3135209,3 - Sudeste,31,MG,Januária,68584,5 - 50001 até 100000,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não
3135308,3 - Sudeste,31,MG,Japaraíba,4308,1 - Até 5000,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3135357,3 - Sudeste,31,MG,Japonvar,8683,2 - 5001 até 10000,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não
3135407,3 - Sudeste,31,MG,Jeceaba,5209,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não
3135456,3 - Sudeste,31,MG,Jenipapo de Minas,7672,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não sabe,Sim,Sim,Não
3135506,3 - Sudeste,31,MG,Jequeri,12859,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não sabe,Não,Não,Não sabe
3135605,3 - Sudeste,31,MG,Jequitaí,7890,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3135704,3 - Sudeste,31,MG,Jequitibá,5319,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Não,Sim,Não,Sim,Não,Não
3135803,3 - Sudeste,31,MG,Jequitinhonha,25560,4 - 20001 até 50000,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
3135902,3 - Sudeste,31,MG,Jesuânia,4898,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não
3136009,3 - Sudeste,31,MG,Joaíma,15634,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim
3136108,3 - Sudeste,31,MG,Joanésia,4996,1 - Até 5000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não sabe,Não sabe,Sim,Sim
3136207,3 - Sudeste,31,MG,João Monlevade,79590,5 - 50001 até 100000,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não
3136306,3 - Sudeste,31,MG,João Pinheiro,48751,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
3136405,3 - Sudeste,31,MG,Joaquim Felício,4669,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não sabe,Não,Não,Não
3136504,3 - Sudeste,31,MG,Jordânia,10901,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
3136520,3 - Sudeste,31,MG,José Gonçalves de Minas,4631,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não sabe,Não sabe,Sim,Sim
3136553,3 - Sudeste,31,MG,José Raydan,4894,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3136579,3 - Sudeste,31,MG,Josenópolis,4877,1 - Até 5000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
