Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral.1,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral.1,Creche Parcial.1,Pré-Escola Integral.1,Pré-Escola Parcial.1,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio,Total Matriculados
Planura,166.0,0.0,0.0,338.0,843.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.0
Poço Fundo,84.0,42.0,0.0,274.0,211.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0
Poços de Caldas,3452.0,9.0,2621.0,474.0,4467.0,82.0,3960.0,123.0,2025.0,0.0,0.0,0.0,0.0,672.0,562.0,463.0,0.0,0.0,400.0,0.0,65.0,75.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,19558.0
Pocrane,0.0,52.0,0.0,179.0,0.0,112.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0
Pompéu,432.0,20.0,197.0,523.0,1313.0,52.0,348.0,0.0,95.0,0.0,0.0,0.0,0.0,13.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,3123.0
Ponte Nova,574.0,205.0,0.0,847.0,1415.0,189.0,1298.0,0.0,229.0,0.0,0.0,0.0,0.0,77.0,42.0,262.0,0.0,233.0,53.0,41.0,0.0,92.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,5653.0
Ponto Chique,0.0,112.0,0.0,110.0,239.0,9.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0
Ponto dos Volantes,0.0,108.0,0.0,302.0,419.0,419.0,326.0,380.0,227.0,0.0,0.0,0.0,0.0,55.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.0
Porteirinha,0.0,539.0,0.0,787.0,79.0,707.0,69.0,464.0,0.0,0.0,0.0,0.0,0.0,41.0,14.0,45.0,0.0,0.0,0.0,72.0,0.0,74.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2944.0
Porto Firme,0.0,47.0,0.0,132.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0
Poté,77.0,0.0,0.0,351.0,604.0,142.0,328.0,43.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0
Pouso Alegre,1349.0,168.0,0.0,2090.0,3974.0,300.0,3604.0,258.0,972.0,0.0,0.0,0.0,0.0,342.0,129.0,699.0,0.0,0.0,413.0,68.0,303.0,221.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,15114.0
Pouso Alto,0.0,40.0,0.0,115.0,255.0,36.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,78.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0
Prados,0.0,15.0,0.0,207.0,483.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
Prata,0.0,0.0,0.0,519.0,1139.0,184.0,65.0,129.0,0.0,0.0,0.0,0.0,0.0,33.0,28.0,0.0,0.0,0.0,191.0,0.0,60.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2412.0
Pratápolis,66.0,0.0,0.0,170.0,347.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0
Pratinha,45.0,11.0,22.0,47.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0
Presidente Bernardes,33.0,0.0,0.0,93.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0
Presidente Juscelino,59.0,0.0,0.0,73.0,199.0,70.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0
Presidente Kubitschek,84.0,0.0,0.0,95.0,196.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0
Presidente Olegário,227.0,0.0,37.0,388.0,536.0,176.0,491.0,58.0,92.0,0.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2086.0
Prudente de Morais,81.0,49.0,0.0,315.0,353.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0
Quartel Geral,45.0,25.0,0.0,58.0,136.0,0.0,129.0,0.0,147.0,0.0,0.0,0.0,0.0,12.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0
Queluzito,0.0,0.0,0.0,34.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
Raposos,116.0,130.0,0.0,337.0,623.0,6.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,13.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.0
Raul Soares,0.0,58.0,24.0,430.0,641.0,120.0,348.0,0.0,92.0,0.0,0.0,0.0,0.0,24.0,12.0,15.0,0.0,0.0,89.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.0
Recreio,70.0,0.0,0.0,148.0,429.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0
Reduto,94.0,19.0,0.0,163.0,426.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0
Resende Costa,0.0,0.0,0.0,244.0,587.0,59.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,35.0,28.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0
Resplendor,75.0,0.0,0.0,367.0,1068.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0
Ressaquinha,0.0,44.0,0.0,103.0,205.0,71.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,17.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0
Riachinho,65.0,0.0,0.0,187.0,316.0,15.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,4.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0
Riacho dos Machados,28.0,49.0,0.0,217.0,0.0,529.0,0.0,393.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.0
Ribeirão das Neves,2143.0,127.0,18.0,6829.0,6649.0,0.0,1856.0,0.0,1992.0,0.0,0.0,0.0,0.0,296.0,133.0,2588.0,0.0,0.0,26.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,22728.0
Ribeirão Vermelho,0.0,85.0,0.0,66.0,206.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0
Rio Acima,91.0,53.0,0.0,227.0,691.0,22.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.0
Rio Casca,74.0,183.0,56.0,251.0,842.0,58.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107.0
Rio do Prado,0.0,26.0,0.0,132.0,0.0,160.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0
Rio Doce,38.0,0.0,0.0,57.0,27.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0
Rio Espera,0.0,14.0,0.0,82.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0
Rio Manso,0.0,5.0,0.0,100.0,186.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0
Rio Novo,54.0,33.0,43.0,132.0,453.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0
Rio Paranaíba,124.0,38.0,0.0,293.0,326.0,92.0,313.0,0.0,125.0,0.0,0.0,0.0,0.0,20.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.0
Rio Pardo de Minas,58.0,162.0,33.0,558.0,806.0,525.0,373.0,565.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3192.0
Rio Piracicaba,0.0,45.0,0.0,305.0,384.0,23.0,439.0,0.0,12.0,0.0,0.0,0.0,0.0,32.0,0.0,20.0,0.0,165.0,12.0,66.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540.0
Rio Pomba,23.0,43.0,83.0,270.0,589.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,20.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.0
Rio Preto,0.0,0.0,0.0,102.0,245.0,50.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0
Rio Vermelho,47.0,0.0,46.0,237.0,0.0,584.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,55.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.0
Ritápolis,0.0,0.0,0.0,95.0,229.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0
Rochedo de Minas,32.0,0.0,34.0,51.0,166.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0
Rodeiro,0.0,58.0,0.0,212.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0
Romaria,0.0,0.0,0.0,71.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0
Rosário da Limeira,34.0,0.0,0.0,125.0,182.0,35.0,267.0,0.0,81.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0
Rubelita,0.0,134.0,0.0,138.0,139.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0
Rubim,125.0,50.0,0.0,211.0,430.0,81.0,368.0,0.0,146.0,0.0,0.0,0.0,0.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0
Sabará,687.0,325.0,0.0,2479.0,4771.0,165.0,1894.0,0.0,2824.0,0.0,0.0,0.0,0.0,300.0,0.0,484.0,0.0,0.0,479.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,14467.0
Sabinópolis,44.0,0.0,0.0,327.0,233.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,63.0,0.0,0.0,95.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0
Sacramento,23.0,106.0,0.0,512.0,500.0,371.0,261.0,175.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,175.0,13.0,35.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2270.0
Salinas,361.0,7.0,0.0,770.0,497.0,202.0,0.0,100.0,77.0,0.0,0.0,0.0,0.0,38.0,21.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2140.0
Salto da Divisa,97.0,35.0,0.0,174.0,379.0,28.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0
Santa Bárbara,112.0,30.0,0.0,611.0,1544.0,71.0,935.0,7.0,143.0,0.0,0.0,0.0,0.0,97.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3630.0
Santa Bárbara do Leste,89.0,0.0,0.0,203.0,142.0,199.0,157.0,94.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
Santa Bárbara do Monte Verde,0.0,0.0,0.0,82.0,231.0,22.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0
Santa Bárbara do Tugúrio,0.0,0.0,0.0,118.0,235.0,95.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0
Santa Cruz de Minas,0.0,0.0,0.0,61.0,136.0,0.0,105.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0
Santa Cruz de Salinas,7.0,31.0,0.0,99.0,168.0,192.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0
Santa Cruz do Escalvado,0.0,0.0,0.0,80.0,95.0,64.0,105.0,75.0,70.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0
Santa Efigênia de Minas,0.0,0.0,0.0,129.0,246.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0
Santa Fé de Minas,0.0,0.0,0.0,97.0,233.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0
Santa Helena de Minas,0.0,0.0,0.0,136.0,196.0,85.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0
Santa Juliana,54.0,8.0,23.0,279.0,928.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0
Santa Luzia,352.0,137.0,0.0,2291.0,10688.0,123.0,3748.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,217.0,234.0,0.0,0.0,519.0,108.0,458.0,163.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,19827.0
